// tuong ben trai va phai
9	-15	144	56
9	-15	128	56
9	-15	112	56
9	-15	96	56
9	-15	80	56
9	2815	144	2
9	2815	128	2
9	2815	112	2
9	2815	96	2
9	2815	80	2
//

9	0	160	2
9	16	160	2
9	32	160	2
9	48	160	2
9	64	160	2
9	80	160	2
9	96	160	2
9	112	160	2
9	128	160	2
9	144	160	2
9	160	160	2
9	176	160	2
9	192	160	2
9	208	160	2
9	224	160	2
9	240	160	2
9	256	160	2
9	272	160	2
9	288	160	2
9	304	160	2
9	320	160	2
9	336	160	2



9	352	160	2
9	368	160	2
9	384	160	2
9	400	160	2
9	416	160	2
9	432	160	2
9	448	160	2
9	464	160	2
9	480	160	2
9	496	160	2
9	512	160	2
9	528	160	2
9	544	160	2
9	560	160	2
9	576	160	2
9	592	160	2
9	608	160	2
# ##
#9	0	120	80
# #
9	624	144	2
9	640	144	2
9	656	144	2
9	672	144	2
9	688	144	2
9	704	144	2
9	720	144	2
9	736	144	2
9	752	144	2
9	768	144	2
9	784	144	2
9	800	144	2
9	816	144	2
9	832	144	2
9	848	144	2
9	864	144	2
9	880	144	2
9	896	144	2
9	912	144	2
9	928	144	2
9	944	144	2
9	960	144	2
9	976	144	2
9	992	144	2
9	1008	144	2
9	1024	144	2
9	1040	144	2
9	1056	144	2
9	1072	144	2
9	1152	160	2
9	1168	160	2
9	1184	160	2
9	1200	160	2
9	1216	160	2
9	1232	160	2
9	1248	160	2
9	1264	160	2
9	1280	160	2
9	1296	160	2
9	1312	160	2
9	1328	160	2
9	1344	160	2
9	1360	160	2
9	1376	160	2
9	1392	160	2
9	1408	160	2
9	1424	160	2
9	1440	160	2
9	1456	160	2
9	1472	160	2
9	1488	160	2
9	1536	160	2
9	1552	160	2
9	1568	160	2
9	1584	160	2
9	1600	160	2
# //

# //
9	1664	160	2
9	1680	160	2
9	1696	160	2
9	1712	160	2
9	1728	160	2
9	1744	160	2
9	1760	160	2
9	1776	160	2
9	1792	160	2
9	1808	160	2
9	1824	160	2
9	1840	160	2
9	1856	160	2
9	1872	160	2
9	1888	160	2
9	1904	160	2
9	1920	160	2
9	1936	160	2
9	1952	160	2
9	1968	160	2
9	1984	160	2
9	2000	160	2
9	2016	160	2
9	2032	160	2
9	2048	160	2
9	2064	160	2
9	2080	160	2
9	2096	160	2
9	2112	160	2
9	2128	160	2
9	2144	160	2
9	2160	160	2
9	2176	160	2
9	2192	160	2
9	2208	160	2
9	2224	160	2
# //
9	2256	160	2
9	2272	160	2
9	2288	160	2
9	2304	160	2
9	2320	160	2
9	2336	160	2
9	2352	160	2
9	2368	160	2
9	2384	160	2
9	2400	160	2
9	2416	160	2
9	2432	160	2
9	2448	160	2
9	2464	160	2
9	2480	160	2
9	2496	160	2
9	2512	160	2
9	2528	160	2
9	2544	160	2
9	2560	160	2
9	2576	160	2
9	2592	160	2
9	2608	160	2
9	2624	160	2
9	2640	160	2
9	2656	160	2
9	2672	160	2
9	2688	160	2
9	2704	160	2
9	2720	160	2
9	2736	160	2
9	2752	160	2
9	2768	160	2
9	2784	160	2
9	2800	160	2

# pipe 
9	352	112	2	32
9	352	128	2	32
9	352	144	2	32

9	1792	128	2	32
9	1792	144	2	32

9	1856	112	2	32
9	1856	128	2	32
9	1856	144	2	32

9	2256	128	2	32
9	2256	144	2	32

9	2320	128	2	32
9	2320	144	2	32
